DrawNo,DrawDate,1stPrizeNo
180201,20010221,719450
180301,20010224,153095
180401,20010225,459278
180501,20010228,341703
180601,20010303,062986
180701,20010304,101403
180801,20010306,428041
180901,20010307,812181
181001,20010310,511517
181101,20010311,523178
181201,20010314,331146
181301,20010317,478171
181401,20010318,002697
181501,20010321,785206
181601,20010324,980165
181701,20010325,514943
181801,20010328,814800
181901,20010331,953574
182001,20010401,711110
182101,20010404,855225
182201,20010407,160127
182301,20010408,409581
182401,20010411,910795
182501,20010414,475099
182601,20010415,988891
182701,20010418,675191
182801,20010421,302585
182901,20010422,873863
183001,20010425,550453
183101,20010428,998680
183201,20010429,254627
183301,20010501,393973
183401,20010502,933470
183501,20010505,374924
183601,20010506,199880
183701,20010509,252161
183801,20010512,876839
183901,20010513,733633
184001,20010516,388109
184101,20010519,344951
184201,20010520,426654
184301,20010523,142315
184401,20010526,643611
184501,20010527,525424
184601,20010530,970885
184701,20010602,798657
184801,20010603,817647
184901,20010605,439188
185001,20010606,760374
185101,20010609,662006
185201,20010610,592049
185301,20010613,786785
185401,20010616,373128
185501,20010617,779068
185601,20010620,492764
185701,20010623,349928
185801,20010624,829917
185901,20010627,965597
186001,20010630,691337
186101,20010701,401619
186201,20010704,116474
186301,20010707,516189
186401,20010708,628287
186501,20010711,859700
186601,20010714,426938
186701,20010715,297861
186801,20010718,165684
186901,20010721,325578
187001,20010722,067392
187101,20010725,782860
187201,20010728,530689
187301,20010729,514212
187401,20010801,013655
187501,20010804,660530
187601,20010805,298804
187701,20010808,054813
187801,20010811,318784
187901,20010812,242783
188001,20010815,923900
188101,20010818,104604
188201,20010819,496772
188301,20010822,370817
188401,20010825,890121
188501,20010826,807211
188601,20010829,140217
188701,20010901,834370
188801,20010902,976535
188901,20010905,474286
189001,20010908,048248
189101,20010909,488700
189201,20010912,799564
189301,20010915,386869
189401,20010916,199748
189501,20010919,795191
189601,20010922,112174
189701,20010923,391081
189801,20010926,478403
189901,20010929,387551
190001,20010930,233527
190201,20011006,495158
190301,20011007,344280
190401,20011010,862511
190501,20011013,844418
190601,20011014,568988
190701,20011017,625235
190801,20011020,177568
190901,20011021,183171
191001,20011024,861973
191101,20011027,354145
191201,20011028,842142
191301,20011031,182024
191401,20011103,317257
191501,20011104,979177
191601,20011107,222684
191701,20011110,856410
191801,20011111,906296
191901,20011114,925330
192001,20011117,590539
192101,20011118,285810
192201,20011121,112818
192301,20011124,362109
192401,20011125,354241
192501,20011128,817686
192601,20011201,796241
192701,20011202,359207
192801,20011204,557349
192901,20011205,050270
193001,20011208,426550
193101,20011209,224973
193201,20011212,204306
193301,20011215,974898
193401,20011216,591709
193501,20011219,023912
193601,20011222,942433
193701,20011223,974064
193801,20011226,514076
193901,20011229,586227
194001,20011230,751724
194102,20020102,121619
194202,20020105,669662
194302,20020106,494194
194402,20020108,888040
194502,20020109,647294
194602,20020112,130167
194702,20020113,524474
194802,20020116,621568
194902,20020119,236302
195002,20020120,828308
195102,20020123,695879
195202,20020126,349394
195302,20020127,652276
195402,20020130,501861
195502,20020202,544208
195602,20020203,982739
195702,20020206,165554
195802,20020209,431174
195902,20020210,065571
196002,20020213,474810
196102,20020214,433969
196202,20020216,233096
196302,20020217,643557
196402,20020220,427096
196502,20020223,574334
196602,20020224,553798
196702,20020227,272555
196802,20020302,796128
196902,20020303,030776
197002,20020305,242275
197102,20020306,119080
197202,20020309,814367
197302,20020310,620097
197402,20020313,475606
197502,20020316,708272
197602,20020317,853953
197702,20020320,550035
197802,20020323,416571
197902,20020324,188045
198002,20020327,883208
198102,20020330,165219
198202,20020331,232460
198302,20020403,139956
198402,20020406,272418
198502,20020407,388322
198602,20020410,627728
198702,20020413,749031
198802,20020414,942745
198902,20020417,941251
199002,20020420,600445
199102,20020421,753624
199202,20020424,329482
199302,20020427,204433
199402,20020428,487383
199502,20020501,219687
199602,20020504,547968
199702,20020505,594001
199802,20020507,938532
199902,20020508,297506
200002,20020511,135725
200102,20020512,826875
200202,20020515,918630
200302,20020518,062046
200402,20020519,055434
200502,20020522,310713
200602,20020525,102799
200702,20020526,746480
200802,20020529,260935
200902,20020601,407531
201002,20020602,129128
201102,20020605,384813
201202,20020608,096009
201302,20020609,103412
201402,20020612,655017
201502,20020615,595514
201602,20020616,302826
201702,20020619,204443
201802,20020622,675470
201902,20020623,258172
202002,20020626,567758
202102,20020629,779561
202202,20020630,410975
202302,20020703,454608
202402,20020706,929983
202502,20020707,973000
202602,20020710,770905
202702,20020713,679572
202802,20020714,712593
202902,20020717,090501
203002,20020720,231468
203102,20020721,320810
203202,20020724,542418
203302,20020727,074229
203402,20020728,355771
203502,20020731,387821
203602,20020803,690884
203702,20020804,449372
203802,20020806,301912
203902,20020807,753096
204002,20020810,718884
204102,20020811,784707
204202,20020814,394397
204302,20020817,899877
204402,20020818,784313
204502,20020821,665387
204602,20020824,266145
204702,20020825,091556
204802,20020828,906032
204902,20020831,389390
205002,20020901,028078
205102,20020904,841271
205202,20020907,786212
205302,20020908,684688
205402,20020911,728292
205502,20020914,302403
205602,20020915,942598
205702,20020918,564315
205802,20020921,620282
205902,20020922,362251
206002,20020925,618009
206102,20020928,424622
206202,20020929,433558
206302,20021002,031174
206402,20021005,804730
206502,20021006,932150
206602,20021008,163729
206702,20021009,370207
206802,20021012,680773
206902,20021013,633158
207002,20021016,698102
207102,20021019,275071
207202,20021020,821063
207302,20021023,627267
207402,20021026,049677
207502,20021027,950366
207602,20021030,342014
207702,20021102,394384
207802,20021103,914436
207902,20021106,330979
208002,20021109,403795
208102,20021110,085974
208202,20021113,666610
208302,20021116,777340
208402,20021117,217638
208502,20021120,153644
208602,20021123,175800
208702,20021124,646659
208802,20021127,364126
208902,20021130,293170
209002,20021201,760627
209102,20021203,530351
209202,20021204,857817
209302,20021207,277873
209402,20021208,546222
209502,20021211,608814
209602,20021214,964858
209702,20021215,694325
209802,20021218,733740
209902,20021221,547830
210002,20021222,662552
210102,20021225,848473
210202,20021228,780414
210302,20021229,242105
210403,20030101,534321
210503,20030104,588551
210603,20030105,154936
210703,20030107,367684
210803,20030108,313008
210903,20030111,239922
211003,20030112,830307
211103,20030115,907392
211203,20030118,203966
211303,20030119,265219
211403,20030122,013782
211503,20030125,093424
211603,20030126,838964
211703,20030129,395897
211803,20030201,264329
211903,20030202,698685
212003,20030205,782456
212103,20030206,615986
212203,20030208,489128
212303,20030209,042730
212403,20030212,384864
212503,20030215,804058
212603,20030216,980425
212703,20030219,706041
212803,20030222,883471
212903,20030223,563663
213003,20030226,484523
213103,20030301,625556
213203,20030302,100743
213303,20030305,521625
213403,20030308,156952
213503,20030309,659605
213603,20030312,220642
213703,20030315,000262
213803,20030316,182717
213903,20030319,076220
214003,20030322,348785
214103,20030323,681518
214203,20030326,670411
214303,20030329,746473
214403,20030330,022550
214503,20030401,135445
214603,20030402,405301
214703,20030405,602757
214803,20030406,342485
214903,20030409,564225
215003,20030412,152159
215103,20030413,440719
215203,20030416,112751
215303,20030419,532660
215403,20030420,015601
215503,20030423,036137
215603,20030426,286929
215703,20030427,669504
215803,20030430,459295
215903,20030503,851815
216003,20030504,697249
216103,20030507,194381
216203,20030510,141622
216303,20030511,886444
216403,20030514,307454
216503,20030517,290168
216603,20030518,497485
216703,20030521,763643
216803,20030524,808202
216903,20030525,420826
217003,20030528,558000
217103,20030531,954434
217203,20030601,764005
217303,20030603,470446
217403,20030604,476624
217503,20030607,364843
217603,20030608,182380
217703,20030611,511614
217803,20030614,145133
217903,20030615,647299
218003,20030618,888280
218103,20030621,100017
218203,20030622,529161
218303,20030625,237423
218403,20030628,999253
218503,20030629,297121
218603,20030701,107963
218703,20030702,940648
218803,20030705,619827
218903,20030706,597076
219003,20030709,109868
219103,20030712,427208
219203,20030713,237378
219303,20030716,602714
219403,20030719,773317
219503,20030720,656153
219603,20030723,540902
219703,20030726,088687
219803,20030727,538625
219903,20030730,632726
220003,20030802,413621
220103,20030803,462352
220203,20030806,204809
220303,20030809,125379
220403,20030810,958470
220503,20030813,753797
220603,20030816,889629
220703,20030817,837699
220803,20030820,462122
220903,20030823,245665
221003,20030824,260412
221103,20030827,545664
221203,20030830,410228
221303,20030831,887185
221403,20030902,732252
221503,20030903,795034
221603,20030906,037441
221703,20030907,660970
221803,20030910,426954
221903,20030913,334653
222003,20030914,765896
222103,20030917,316057
222203,20030920,965675
222303,20030921,938271
222403,20030924,218882
222503,20030927,002652
222603,20030928,924114
222703,20031001,010413
222803,20031004,699939
222903,20031005,122241
223003,20031008,779918
223103,20031011,384950
223203,20031012,090611
223303,20031014,333465
223403,20031015,731911
223503,20031018,882540
223603,20031019,637000
223703,20031022,178232
223803,20031025,359598
223903,20031026,944950
224003,20031029,785854
224103,20031101,222806
224203,20031102,592045
224303,20031105,636604
224403,20031108,963651
224503,20031109,902450
224603,20031112,690957
224703,20031115,904789
224803,20031116,647274
224903,20031119,251091
225003,20031122,698772
225103,20031123,541694
225203,20031125,588217
225303,20031126,782007
225403,20031129,811058
225503,20031130,164284
225603,20031203,668410
225703,20031206,106507
225803,20031207,607462
225903,20031210,874480
226003,20031213,851488
226103,20031214,101363
226203,20031217,338111
226303,20031220,916591
226403,20031221,757380
226503,20031224,121946
226603,20031227,147430
226703,20031228,680080
226803,20031230,448532
226903,20031231,428677
227004,20040103,840321
227104,20040104,033048
227204,20040107,403148
227304,20040110,022881
227404,20040111,379620
227504,20040114,243925
227604,20040117,682758
227704,20040118,761907
227804,20040121,426028
227904,20040124,761302
228004,20040125,690857
228104,20040127,990277
228204,20040128,308009
228304,20040131,035772
228404,20040201,007229
228504,20040203,437112
228604,20040204,004216
228704,20040207,299059
228804,20040208,921641
228904,20040211,142114
229004,20040214,950240
229104,20040215,801044
229204,20040218,635322
229304,20040221,904709
229404,20040222,692557
229504,20040225,144501
229604,20040228,707981
229704,20040229,745498
229804,20040302,101205
229904,20040303,699073
230004,20040306,185971
230104,20040307,178594
230204,20040309,815560
230304,20040310,664920
230404,20040313,176820
230504,20040314,515999
230604,20040317,596352
230704,20040320,298916
230804,20040321,524456
230904,20040324,396337
231004,20040327,725741
231104,20040328,931591
231204,20040331,932753
231304,20040403,733842
231404,20040404,626609
231504,20040407,612584
231604,20040410,334159
231704,20040411,976762
231804,20040414,365803
231904,20040417,733183
232004,20040418,764566
232104,20040421,314579
232204,20040424,404386
232304,20040425,103067
232404,20040428,344542
232504,20040501,268305
232604,20040502,894798
232704,20040504,813598
232804,20040505,196154
232904,20040508,678884
233004,20040509,692859
233104,20040512,605965
233204,20040515,639600
233304,20040516,293452
233404,20040519,208603
233504,20040522,360156
233604,20040523,827613
233704,20040526,312436
233804,20040529,025401
233904,20040530,973468
234004,20040602,381798
234104,20040605,759330
234204,20040606,968228
234304,20040609,615204
234404,20040612,281722
234504,20040613,814704
234604,20040616,381809
234704,20040619,302879
234804,20040620,721691
234904,20040623,686609
235004,20040626,031955
235104,20040627,799402
235204,20040629,831736
235304,20040630,538353
235404,20040703,854247
235504,20040704,095464
235604,20040707,337252
235704,20040710,710559
235804,20040711,237117
235904,20040714,506644
236004,20040717,149621
236104,20040718,460705
236204,20040721,913350
236304,20040724,093235
236404,20040725,249467
236504,20040728,609402
236604,20040731,332480
236704,20040801,134288
236804,20040803,820928
236904,20040804,037673
237004,20040807,242095
237104,20040808,367916
237204,20040811,636283
237304,20040814,160585
237404,20040815,396691
237504,20040818,221751
237604,20040821,152292
237704,20040822,374112
237804,20040825,966755
237904,20040828,696055
238004,20040829,274228
238104,20040901,085912
238204,20040904,665319
238304,20040905,413891
238404,20040907,877307
238504,20040908,917501
238604,20040911,104289
238704,20040912,480964
238804,20040915,371082
238904,20040918,918478
239004,20040919,178122
239104,20040922,031528
239204,20040925,226646
239304,20040926,747475
239404,20040929,447319
239504,20041002,307622
239604,20041003,362466
239704,20041006,024132
239804,20041009,443023
239904,20041010,239695
240004,20041013,004728
240104,20041016,157679
240204,20041017,049012
240304,20041020,967771
240404,20041023,441791
240504,20041024,570940
240604,20041027,775359
240704,20041030,146449
240804,20041031,633140
240904,20041103,150997
241004,20041106,402089
241104,20041107,979589
241204,20041110,917860
241304,20041113,444846
241404,20041114,359821
241504,20041117,749013
241604,20041120,035742
241704,20041121,027000
241804,20041124,888669
241904,20041127,120684
242004,20041128,147952
242104,20041201,060069
242204,20041204,595480
242304,20041205,403074
242404,20041207,629702
242504,20041208,524099
242604,20041211,958323
242704,20041212,077043
242804,20041215,335458
242904,20041218,173199
243004,20041219,635115
243104,20041222,756222
243204,20041225,995580
243304,20041226,741771
243404,20041229,430693
243505,20050101,026430
243605,20050102,584336
243705,20050104,047222
243805,20050105,221345
243905,20050108,603324
244005,20050109,011969
244105,20050112,497410
244205,20050115,474716
244305,20050116,263025
244405,20050119,630060
244505,20050122,058430
244605,20050123,894209
244705,20050125,399413
244805,20050126,010692
244905,20050129,012133
245005,20050130,437576
245105,20050201,194660
245205,20050202,426777
245305,20050205,614955
245405,20050206,920056
245505,20050209,541231
245605,20050212,821278
245705,20050213,568619
245805,20050215,589719
245905,20050216,385558
246005,20050219,976611
246105,20050220,883475
246205,20050222,350469
246305,20050223,413039
246405,20050226,396634
246505,20050227,441940
246605,20050301,688092
246705,20050302,085424
246805,20050305,656755
246905,20050306,441301
247005,20050309,003037
247105,20050312,149510
247205,20050313,318233
247305,20050315,136847
247405,20050316,944440
247505,20050319,716422
247605,20050320,938283
247705,20050323,777337
247805,20050326,938877
247905,20050327,365473
248005,20050330,037543
248105,20050402,553063
248205,20050403,096116
248305,20050405,230581
248405,20050406,729819
248505,20050409,902372
248605,20050410,497080
248705,20050413,381271
248805,20050416,561445
248905,20050417,419926
249005,20050420,275206
249105,20050423,820056
249205,20050424,742906
249305,20050427,445699
249405,20050430,456381
249505,20050501,381355
249605,20050504,342914
249705,20050507,520261
249805,20050508,532956
249905,20050511,017422
250005,20050514,628852
250105,20050515,481700
250205,20050518,535105
250305,20050521,242003
250405,20050522,751860
250505,20050525,159670
250605,20050528,924794
250705,20050529,487080
250805,20050531,691943
250905,20050601,939103
251005,20050604,947528
251105,20050605,119605
251205,20050608,759574
251305,20050611,257746
251405,20050612,696970
251505,20050614,721497
251605,20050615,190328
251705,20050618,466452
251805,20050619,210451
251905,20050622,792906
252005,20050625,331839
252105,20050626,708902
252205,20050629,302478
252305,20050702,772496
252405,20050703,889010
252505,20050706,914971
252605,20050709,965783
252705,20050710,517946
252805,20050712,008928
252905,20050713,599296
253005,20050716,573579
253105,20050717,514840
253205,20050720,207646
253305,20050723,418934
253405,20050724,070422
253505,20050727,325320
253605,20050730,213919
253705,20050731,986270
253805,20050802,570208
253905,20050803,793828
254005,20050806,037829
254105,20050807,075539
254205,20050810,121840
254305,20050813,073241
254405,20050814,540395
254505,20050817,975294
254605,20050820,515633
254705,20050821,438502
254805,20050824,764256
254905,20050827,641981
255005,20050828,736768
255105,20050831,526709
255205,20050903,972984
255305,20050904,305835
255405,20050907,439338
255505,20050910,450753
255605,20050911,176399
255705,20050914,615737
255805,20050917,864517
255905,20050918,969208
256005,20050921,527560
256105,20050924,650542
256205,20050925,438163
256305,20050927,407831
256405,20050928,326244
256505,20051001,733227
256605,20051002,099597
256705,20051005,405027
256805,20051008,691334
256905,20051009,348961
257005,20051012,190357
257105,20051015,086317
257205,20051016,824210
257305,20051019,146400
257405,20051022,494847
257505,20051023,138230
257605,20051026,577340
257705,20051029,373574
257805,20051030,180908
257905,20051102,164807
258005,20051105,541543
258105,20051106,174365
258205,20051109,989413
258305,20051112,183968
258405,20051113,354842
258505,20051115,472173
258605,20051116,231681
258705,20051119,896910
258805,20051120,842737
258905,20051123,067062
259005,20051126,001887
259105,20051127,698448
259205,20051130,718577
259305,20051203,826362
259405,20051204,546428
259505,20051207,345531
259605,20051210,170323
259705,20051211,509313
259805,20051213,432465
259905,20051214,948863
260005,20051217,010803
260105,20051218,788018
260205,20051221,450142
260305,20051224,619291
260405,20051225,141448
260505,20051227,633105
260605,20051228,202056
260705,20051231,461869
260806,20060101,218504
260906,20060103,506311
261006,20060104,928546
261106,20060107,818538
261206,20060108,220789
261306,20060111,144229
261406,20060114,851609
261506,20060115,621733
261606,20060118,631847
261706,20060121,821686
261806,20060122,225718
261906,20060125,558941
262006,20060128,997405
262106,20060129,501530
262206,20060131,837089
262306,20060201,508868
262406,20060204,436809
262506,20060205,577047
262606,20060207,583297
262706,20060208,250105
262806,20060211,174385
262906,20060212,058226
263006,20060215,494512
263106,20060218,078619
263206,20060219,896818
263306,20060221,528918
263406,20060222,065272
263506,20060225,039661
263606,20060226,877194
263706,20060301,523540
263806,20060304,715343
263906,20060305,439705
264006,20060308,971756
264106,20060311,601112
264206,20060312,677895
264306,20060315,580298
264406,20060318,194068
264506,20060319,695495
264606,20060321,659586
264706,20060322,613647
264806,20060325,332132
264906,20060326,089838
265006,20060329,905614
265106,20060401,613338
265206,20060402,889826
265306,20060404,859815
265406,20060405,944023
265506,20060408,308457
265606,20060409,946357
265706,20060412,273421
265806,20060415,674003
265906,20060416,824818
266006,20060418,145960
266106,20060419,694779
266206,20060422,708222
266306,20060423,244399
266406,20060426,822004
266506,20060429,112884
266606,20060430,335006
266706,20060503,160872
266806,20060506,843673
266906,20060507,875446
267006,20060509,895908
267106,20060510,050441
267206,20060513,752701
267306,20060514,608840
267406,20060517,144408
267506,20060520,117887
267606,20060521,809874
267706,20060524,355002
267806,20060527,274710
267906,20060528,825702
268006,20060531,592521
268106,20060603,588852
268206,20060604,618876
268306,20060606,986927
268406,20060607,329745
268506,20060610,883288
268606,20060611,070002
268706,20060613,152558
268806,20060614,279020
268906,20060617,811360
269006,20060618,930170
269106,20060621,722151
269206,20060624,150983
269306,20060625,501862
269406,20060628,100582
269506,20060701,017873
269606,20060702,165909
269706,20060704,813904
269806,20060705,302009
269906,20060708,461521
270006,20060709,363543
270106,20060712,009093
270206,20060715,799481
270306,20060716,962351
270406,20060719,380829
270506,20060722,352443
270606,20060723,879409
270706,20060726,926004
270806,20060729,179954
270906,20060730,723851
271006,20060802,638562
271106,20060805,204378
271206,20060806,875629
271306,20060808,237127
271406,20060809,328679
271506,20060812,316769
271606,20060813,810734
271706,20060816,439493
271806,20060819,562718
271906,20060820,643272
272006,20060823,412513
272106,20060826,332255
272206,20060827,111986
272306,20060830,897335
272406,20060902,036035
272506,20060903,588978
272606,20060906,613921
272706,20060909,955881
272806,20060910,597487
272906,20060913,142884
273006,20060916,288462
273106,20060917,677522
273206,20060920,337283
273306,20060923,389810
273406,20060924,520525
273506,20060927,524529
273606,20060930,008761
273706,20061001,426415
273806,20061004,792994
273906,20061007,310847
274006,20061008,342215
274106,20061011,032820
274206,20061014,022732
274306,20061015,772522
274406,20061018,809055
274506,20061021,213507
274606,20061022,706348
274706,20061025,546353
274806,20061028,728118
274906,20061029,420301
275006,20061101,523354
275106,20061104,352430
275206,20061105,758187
275306,20061108,150392
275406,20061111,054872
275506,20061112,970212
275606,20061114,439266
275706,20061115,669597
275806,20061118,652236
275906,20061119,124516
276006,20061122,674111
276106,20061125,644569
276206,20061126,599702
276306,20061129,037727
276406,20061202,603887
276506,20061203,129231
276606,20061205,965813
276706,20061206,647096
276806,20061209,251362
276906,20061210,207872
277006,20061213,088017
277106,20061216,388950
277206,20061217,319118
277306,20061220,913735
277406,20061223,635961
277506,20061224,265052
277606,20061227,221190
277706,20061230,572454
277806,20061231,439504
277907,20070102,614708
278007,20070103,456086
278107,20070106,776757
278207,20070107,638505
278307,20070110,437019
278407,20070113,147548
278507,20070114,008801
278607,20070117,287613
278707,20070120,426908
278807,20070121,945079
278907,20070124,793345
279007,20070127,303865
279107,20070128,750546
279207,20070131,745273
279307,20070203,535382
279407,20070204,076560
279507,20070207,735424
279607,20070210,204832
279707,20070211,489414
279807,20070213,429088
279907,20070214,710294
280007,20070217,673759
280107,20070218,075076
280207,20070220,285947
280307,20070221,787248
280407,20070224,788200
280507,20070225,718057
280607,20070228,754800
280707,20070303,998699
280807,20070304,049483
280907,20070307,080071
281007,20070310,164145
281107,20070311,901678
281207,20070314,732798
281307,20070317,382460
281407,20070318,405228
281507,20070321,528732
281607,20070324,731738
281707,20070325,663204
281807,20070327,888964
281907,20070328,485895
282007,20070331,714515
282107,20070401,517936
282207,20070403,528748
282307,20070404,229856
282407,20070407,314271
282507,20070408,783786
282607,20070411,217673
282707,20070414,452997
282807,20070415,168918
282907,20070418,737457
283007,20070421,097282
283107,20070422,590098
283207,20070425,602743
283307,20070428,413924
283407,20070429,818353
283507,20070502,501469
283607,20070505,800753
283707,20070506,602520
283807,20070508,267281
283907,20070509,531486
284007,20070512,825086
284107,20070513,639476
284207,20070516,949348
284307,20070519,363735
284407,20070520,706441
284507,20070523,234416
284607,20070526,840439
284707,20070527,213958
284807,20070530,326227
284907,20070602,470416
285007,20070603,522058
285107,20070606,986782
285207,20070609,531966
285307,20070610,241050
285407,20070612,925847
285507,20070613,952613
285607,20070616,985200
285707,20070617,776430
285807,20070620,534651
285907,20070623,712400
286007,20070624,060822
286107,20070627,294881
286207,20070630,639472
286307,20070701,735472
286407,20070704,144780
286507,20070707,109542
286607,20070708,700968
286707,20070711,523407
286807,20070714,977038
286907,20070715,659441
287007,20070718,478084
287107,20070721,180452
287207,20070722,502223
287307,20070725,970819
287407,20070728,028715
287507,20070729,873269
287607,20070801,059679
287707,20070804,143876
287807,20070805,403536
287907,20070807,832683
288007,20070808,283830
288107,20070811,273891
288207,20070812,710809
288307,20070815,608306
288407,20070818,161221
288507,20070819,774642
288607,20070822,746983
288707,20070825,323221
288807,20070826,893821
288907,20070829,940297
289007,20070901,018712
289107,20070902,360871
289207,20070905,401228
289307,20070908,383613
289407,20070909,832260
289507,20070911,900738
289607,20070912,922136
289707,20070915,952647
289807,20070916,308447
289907,20070919,724914
290007,20070922,590877
290107,20070923,151683
290207,20070926,201183
290307,20070929,165664
290407,20070930,943759
290507,20071003,592522
290607,20071006,172576
290707,20071007,014490
290807,20071010,240172
290907,20071013,060480
291007,20071014,072489
291107,20071017,809184
291207,20071020,151350
291307,20071021,332411
291407,20071024,528411
291507,20071027,993099
291607,20071028,935521
291707,20071031,562170
291807,20071103,119578
291907,20071104,663512
292007,20071106,602640
292107,20071107,808342
292207,20071110,590579
292307,20071111,681382
292407,20071114,699108
292507,20071117,684761
292607,20071118,864357
292707,20071121,387126
292807,20071124,808061
292907,20071125,750120
293007,20071128,536698
293107,20071201,931294
293207,20071202,418498
293307,20071204,571805
293407,20071205,092799
293507,20071208,443319
293607,20071209,410270
293707,20071212,217961
293807,20071215,664428
293907,20071216,637758
294007,20071219,171525
294107,20071222,229689
294207,20071223,443822
294307,20071226,243110
294407,20071229,479166
294507,20071230,093695
294608,20080101,269314
294708,20080102,836409
294808,20080105,943338
294908,20080106,880029
295008,20080109,223495
295108,20080112,604396
295208,20080113,345535
295308,20080116,023991
295408,20080119,843649
295508,20080120,128572
295608,20080123,348888
295708,20080126,059441
295808,20080127,632470
295908,20080130,986910
296008,20080202,769791
296108,20080203,898780
296208,20080206,857046
296308,20080209,971127
296408,20080210,243508
296508,20080212,970930
296608,20080213,283800
296708,20080216,585062
296808,20080217,301777
296908,20080220,722157
297008,20080223,881428
297108,20080224,835680
297208,20080227,616152
297308,20080301,877105
297408,20080302,665868
297508,20080305,345296
297608,20080308,740485
297708,20080309,270941
297808,20080312,124140
297908,20080315,505070
298008,20080316,663838
298108,20080319,746655
298208,20080322,278382
298308,20080323,325366
298408,20080326,675211
298508,20080329,528729
298608,20080330,426668
298708,20080402,936700
298808,20080405,447512
298908,20080406,774213
299008,20080409,339775
299108,20080412,752707
299208,20080413,610854
299308,20080416,143880
299408,20080419,618579
299508,20080420,345057
299608,20080423,519635
299708,20080426,272550
299808,20080427,046760
299908,20080430,149491
300008,20080503,629612
300108,20080504,355502
300208,20080507,560305
300308,20080510,559170
300408,20080511,914763
300508,20080514,759274
300608,20080517,457098
300708,20080518,219352
300808,20080521,677897
300908,20080524,021356
301008,20080525,959030
301108,20080528,810067
301208,20080531,009650
301308,20080601,889362
301408,20080604,552748
301508,20080607,737890
301608,20080608,578496
301708,20080611,862140
301808,20080614,694318
301908,20080615,492939
302008,20080618,932535
302108,20080621,880979
302208,20080622,377299
302308,20080625,760396
302408,20080628,032438
302508,20080629,210446
302608,20080702,598466
302708,20080705,447498
302808,20080706,794614
302908,20080709,031864
303008,20080712,131173
303108,20080713,553140
303208,20080716,334684
303308,20080719,519882
303408,20080720,131785
303508,20080723,046506
303608,20080726,277625
303708,20080727,667719
303808,20080730,739275
303908,20080802,737301
304008,20080803,715938
304108,20080806,922919
304208,20080809,926968
304308,20080810,405330
304408,20080813,888098
304508,20080816,961930
304608,20080817,569915
304708,20080820,875249
304808,20080823,749455
304908,20080824,658623
305008,20080827,588609
305108,20080830,183044
305208,20080831,327949
305308,20080903,136827
305408,20080906,941409
305508,20080907,615900
305608,20080910,077850
305708,20080913,624937
305808,20080914,569903
305908,20080917,872271
306008,20080920,437873
306108,20080921,395938
306208,20080924,773886
306308,20080927,300824
306408,20080928,365282
306508,20081001,160308
306608,20081004,354852
306708,20081005,857745
306808,20081008,306441
306908,20081011,550671
307008,20081012,465520
307108,20081015,483088
307208,20081018,184003
307308,20081019,349166
307408,20081021,009878
307508,20081022,303125
307608,20081025,257534
307708,20081026,042557
307808,20081028,507349
307908,20081029,340641
308008,20081101,325044
308108,20081102,581600
308208,20081105,421731
308308,20081108,411829
308408,20081109,297730
308508,20081112,815117
308608,20081115,957962
308708,20081116,025654
308808,20081119,726384
308908,20081122,433051
309008,20081123,207179
309108,20081125,357319
309208,20081126,818275
309308,20081129,370422
309408,20081130,445718
309508,20081203,524565
309608,20081206,674017
309708,20081207,885099
309808,20081209,662304
309908,20081210,816083
310008,20081213,195457
310108,20081214,265535
310208,20081217,984630
310308,20081220,479580
310408,20081221,863793
310508,20081223,834233
310608,20081224,882060
310708,20081227,445562
310808,20081228,700610
310908,20081231,324264
311009,20090103,136660
311109,20090104,700194
311209,20090106,335311
311309,20090107,426155
311409,20090110,616052
311509,20090111,397831
311609,20090114,137438
311709,20090117,565323
311809,20090118,623026
311909,20090120,151741
312009,20090121,872791
312109,20090124,203323
312209,20090125,540222
312309,20090127,432271
312409,20090128,846102
312509,20090131,762722
312609,20090201,823390
312709,20090204,974245
312809,20090207,230198
312909,20090208,216564
313009,20090211,190895
313109,20090214,296218
313209,20090215,765449
313309,20090218,154587
313409,20090221,314802
313509,20090222,723025
313609,20090224,764549
313709,20090225,613888
313809,20090228,672558
313909,20090301,267921
314009,20090303,604705
314109,20090304,432730
314209,20090307,804540
314309,20090308,540888
314409,20090311,506874
314509,20090314,532559
314609,20090315,456072
314709,20090318,196270
314809,20090321,701481
314909,20090322,093496
315009,20090325,279033
315109,20090328,523494
315209,20090329,182776
315309,20090401,435697
315409,20090404,076599
315509,20090405,613853
315609,20090408,912360
315709,20090411,506501
315809,20090412,819271
315909,20090415,927326
316009,20090418,092679
316109,20090419,101344
316209,20090422,076314
316309,20090425,015339
316409,20090426,087414
316509,20090429,997376
316609,20090502,668971
316709,20090503,440491
316809,20090506,167068
316909,20090509,814636
317009,20090510,566953
317109,20090513,222585
317209,20090516,430268
317309,20090517,017834
317409,20090520,879870
317509,20090523,352848
317609,20090524,964958
317709,20090527,594667
317809,20090530,345342
317909,20090531,109847
318009,20090603,966735
318109,20090606,920862
318209,20090607,740515
318309,20090610,845121
318409,20090613,190052
318509,20090614,335994
318609,20090617,402520
318709,20090620,483154
318809,20090621,079768
318909,20090623,446753
319009,20090624,627341
319109,20090627,669250
319209,20090628,697410
319309,20090701,260377
319409,20090704,228468
319509,20090705,473161
319609,20090708,742081
319709,20090711,395685
319809,20090712,288052
319909,20090714,753168
